8192, 1, 0.733295,
8192, 2, 0.744484,
8192, 4, 0.743585,
8192, 8, 0.747604,
8192, 16, 0.759291,
8192, 32, 0.823816,
8192, 64, 0.857379,
8192, 128, 0.971417,
8192, 256, 1.045783,
8192, 512, 0.996166,
8192, 1024, 1.019930,
8192, 2048, 0.954212,
8192, 4096, 1.100382,
16384, 1, 0.750509,
16384, 2, 0.761327,
16384, 4, 0.712694,
16384, 8, 0.722830,
16384, 16, 0.733534,
16384, 32, 0.737292,
16384, 64, 0.770569,
16384, 128, 0.827115,
16384, 256, 0.946942,
16384, 512, 0.937102,
16384, 1024, 0.962318,
16384, 2048, 0.994021,
16384, 4096, 1.011569,
16384, 8192, 1.073268,
32768, 1, 0.716166,
32768, 2, 0.716430,
32768, 4, 0.714081,
32768, 8, 0.717627,
32768, 16, 0.719365,
32768, 32, 0.726508,
32768, 64, 0.740620,
32768, 128, 0.767444,
32768, 256, 0.835594,
32768, 512, 0.962708,
32768, 1024, 0.940280,
32768, 2048, 0.958911,
32768, 4096, 1.177997,
32768, 8192, 1.000152,
32768, 16384, 1.072402,
65536, 1, 0.714087,
65536, 2, 0.724706,
65536, 4, 0.713256,
65536, 8, 0.713910,
65536, 16, 0.723247,
65536, 32, 0.973198,
65536, 64, 1.951820,
65536, 128, 1.968770,
65536, 256, 1.969558,
65536, 512, 1.976811,
65536, 1024, 3.367079,
65536, 2048, 3.973142,
65536, 4096, 4.115223,
65536, 8192, 1.307581,
65536, 16384, 1.017922,
65536, 32768, 1.085990,
131072, 1, 0.714327,
131072, 2, 0.714239,
131072, 4, 0.715778,
131072, 8, 0.713908,
131072, 16, 0.721856,
131072, 32, 0.984604,
131072, 64, 1.966897,
131072, 128, 1.987123,
131072, 256, 1.990306,
131072, 512, 2.019617,
131072, 1024, 3.433010,
131072, 2048, 4.612258,
131072, 4096, 5.911839,
131072, 8192, 4.286053,
131072, 16384, 1.179337,
131072, 32768, 0.986986,
131072, 65536, 1.072257,
262144, 1, 0.715327,
262144, 2, 0.713120,
262144, 4, 0.713399,
262144, 8, 0.713571,
262144, 16, 0.740589,
262144, 32, 1.105496,
262144, 64, 2.193992,
262144, 128, 2.208241,
262144, 256, 2.221486,
262144, 512, 2.093426,
262144, 1024, 3.521798,
262144, 2048, 4.792901,
262144, 4096, 6.834415,
262144, 8192, 5.712381,
262144, 16384, 4.450682,
262144, 32768, 1.177700,
262144, 65536, 0.985754,
262144, 131072, 1.074336,
524288, 1, 0.713267,
524288, 2, 0.713494,
524288, 4, 0.713835,
524288, 8, 0.714673,
524288, 16, 0.769047,
524288, 32, 1.267841,
524288, 64, 2.507126,
524288, 128, 2.639364,
524288, 256, 2.715090,
524288, 512, 2.407857,
524288, 1024, 3.778762,
524288, 2048, 4.955015,
524288, 4096, 7.793186,
524288, 8192, 7.123767,
524288, 16384, 7.274038,
524288, 32768, 4.965141,
524288, 65536, 1.851818,
524288, 131072, 0.987866,
524288, 262144, 1.075500,
1048576, 1, 0.714481,
1048576, 2, 0.716174,
1048576, 4, 0.713879,
1048576, 8, 0.714809,
1048576, 16, 0.770257,
1048576, 32, 1.270410,
1048576, 64, 2.510840,
1048576, 128, 2.683216,
1048576, 256, 2.836359,
1048576, 512, 2.417690,
1048576, 1024, 3.774595,
1048576, 2048, 4.940696,
1048576, 4096, 7.762024,
1048576, 8192, 7.876001,
1048576, 16384, 7.790187,
1048576, 32768, 7.316978,
1048576, 65536, 4.974329,
1048576, 131072, 1.850755,
1048576, 262144, 0.985512,
1048576, 524288, 1.073709,
